,word,translation
4913,wizardtype,
4914,wiser,adj
4915,literally,adv
4916,cleopatra,
4917,reanimating,
4918,queen,n
4919,bucks,
4920,stereotypes,
4921,quests,
4922,seek,v
4923,advice,n
4924,youthful,adj
4925,heavier,adj
4926,inspire,vt
4927,enthusiasm,n
4928,genericlooking,
4929,showcases,
4930,customizability,
4931,razor,n
4932,race,n
4933,faith,n
4934,rule,n
4935,persuaded,
4936,exceptional,adj
4937,rats,int
4938,mice,n
4939,ecosystem,n
4940,africa,n
4941,growth,n
4942,seeds,
4943,mouse,n
4944,wouldve,
4945,melting,adj
4946,railroad,n
4947,repurposed,
4948,pin,n
4949,reluctant,adj
4950,adventerous,
4951,morale,n
4952,honorable,adj
4953,centers,
4954,introduce,vt
4955,miss,n
4956,wizardy,
4957,drunkard,n
4958,chooosein,
4959,smuggler,n
4960,distill,vt
4961,ranger,n
4962,stays,
4963,cloaked,
4964,smarter,
4965,scout,n
4966,messenger,n
4967,greedy,adj
4968,gandolph,
4969,spy,n
4970,bidding,n
4971,courageous,adj
4972,behold,vt
4973,interacts,
4974,fellow,n
4975,achieve,vt
4976,aspire,vi
4977,wrench,n
4978,rally,v
4979,supporting,
4980,forst,
4981,ters,
4982,mischievous,adj
4983,thgold,
4984,unrelated,
4985,entails,
4986,possesses,
4987,harnessed,
4988,horse,n
4989,mouserat,
4990,rag,n
4991,worldi,
4992,mechanic,n
4993,awe,n
4994,inspires,
4995,overlooking,
4996,patch,n
4997,rex,n
4998,dino,__¤§_©äºº
4999,dinosaur,n
5000,grainy,adj
5001,pixelated,
5002,digitized,
5003,offering,n
5004,swag,n
5005,dinosaurs,
5006,cigarette,n
5007,pixelcartoonstyle,
5008,jarring,adj
5009,nft,
5010,characaters,
5011,cigarettes,
5012,dinos,
5013,whatnot,n
5014,velocraptor,
5015,favs,
5016,classiness,
5017,oozes,
5018,charisma,n
5019,humorous,adj
5020,informative,adj
5021,digitalized,
5022,likable,adj
5023,romanticized,
5024,evoke,vt
5025,romantic,adj
5026,warfare,n
5027,painting,n
5028,health,n
5029,repulsive,adj
5030,superior,n
5031,cgi,Common
5032,disneypixar,
5033,ago,adv
5034,benign,adj
5035,teeth,n
5036,pixel,n
5037,suave,adj
5038,welldesigned,
5039,immersivethe,
5040,disconcerting,adj
5041,trex,
5042,warlike,adj
5043,daisy,n
5044,chair,n
5045,vicious,adj
5046,fans,
5047,sniffing,
5048,rose,n
5049,gangsta,
5050,cigar,n
5051,accessory,n
5052,oldschool,
5053,gangstersinister,
5054,revels,
5055,booklike,
5056,handsome,adj
5057,smelling,
5058,ealistic,
5059,smoother,n
5060,acbd,
5061,compressed,adj
5062,distortions,
5063,fe,n
5064,mafia,n
5065,jaggedpixelated,
5066,stegosaurus,n
5067,handed,adj
5068,sonweord,
5069,fashion,n
5070,merely,adv
5071,oh,int
5072,scars,
5073,boredape,
5074,fad,n
5075,reptile,n
5076,nonsensical,adj
5077,triceratops,n
5078,livelier,
5079,prime,n
5080,customer,n
5081,instinct,n
5082,lovely,adj
5083,nfts,
5084,dbc,
5085,fmore,
5086,wartime,n
5087,pe,[__
5088,substantially,adv
5089,hanging,n
5090,rating,n
5091,throwback,n
5092,rubbery,adj
5093,ironic,adj
5094,peaks,
5095,cleancut,
5096,retrobit,
5097,luck,n
5098,nosed,adj
5099,dimensional,adj
5100,collecting,
5101,talonsclaws,
5102,golf,n
5103,retain,vt
5104,shift,n
5105,steampunk,
5106,roster,n
5107,aggregate,n
5108,originality,n
5109,dealt,vbl
5110,share,n
5111,spunky,adj
5112,masses,
5113,ard,acute
5114,breakout,n
5115,overkill,n
5116,occupation,n
5117,cartoonyi,
5118,occupations,
5119,drone,n
5120,amongst,prep
5121,underlying,adj
5122,deisgned,
5123,indiecompany,
5124,armors,
5125,polish,n
5126,grunge,n
5127,playfulness,
5128,lifesaving,adj
5129,lifetaking,
5130,modernized,
5131,sharpness,n
5132,tbecause,
5133,disjointed,adj
5134,slowing,
5135,changing,
5136,improvised,
5137,lose,vt
5138,ooption,
5139,tourist,n
5140,incorporates,
5141,violet,n
5142,dripping,n
5143,strongman,
5144,wit,n
5145,athlete,n
5146,stretch,v
5147,painted,adj
5148,bag,n
5149,transitioned,
5150,preapocolyptic,
5151,apocolypse,
5152,continues,
5153,flourescent,
5154,recognize,vt
5155,nonsense,n
5156,worldview,
5157,culture,n
5158,conveying,
5159,evoked,
5160,universe,n
5161,alice,n
5162,wonderland,n
5163,transported,
5164,views,
5165,ordeals,
5166,habitats,
5167,undergoing,
5168,treasure,n
5169,hunting,n
5170,fascinated,
5171,colonies,
5172,eventful,adj
5173,twists,
5174,ratchet,(_²å_½¬_
5175,clank,n
5176,jak,
5177,latest,adj
5178,god,n
5179,importantly,
5180,dishonored,
5181,overwatch,vt
5182,rarely,adv
5183,associated,adj
5184,executed,
5185,destiny,n
5186,hopes,n
5187,scroller,
5188,bee,
5189,warhammer,
5190,boys,
5191,accessorized,
5192,roleplaying,
5193,jiving,
5194,physics,n
5195,mario,n
5196,cod,n
5197,beetles,
5198,mmo,
5199,eahg,
5200,tasks,
5201,questioning,è´¨é_
5202,shooter,n
5203,dominance,n
5204,colonys,
5205,photorealistic,
5206,insecticons,
5207,aversion,n
5208,dreamworks,
5209,makings,
5210,thrills,
5211,orderwhichever,
5212,oneonone,
5213,envisioning,
5214,explorebut,
5215,interestedin,
5216,paints,
5217,videogame,
5218,alices,
5219,daring,adj
5220,hollow,n
5221,knight,n
5222,powering,
5223,unlocking,
5224,knock,v
5225,nailed,
5226,vantage,n
5227,nasty,adj
5228,overdo,vt
5229,spin,v
5230,talking,adj
5231,loves,
5232,robes,
5233,gotti,
5234,sublime,adj
5235,adore,v
5236,yakuza,n
5237,yakuzas,
5238,member,n
5239,japanese,adj
5240,dapper,adj
5241,reds,
5242,expensive,adj
5243,designer,n
5244,sunglasses,
5245,hierarchal,
5246,flamboyant,adj
5247,fac,forward
5248,gentleman,n
5249,luxurious,adj
5250,lifestyle,
5251,symbolism,n
5252,enterprise,n
5253,silk,n
5254,sheathed,
5255,leading,adj
5256,delegating,
5257,symbolic,adj
5258,criminals,
5259,material,n
5260,cane,n
5261,flamboyance,n
5262,reflective,adj
5263,vacation,n
5264,samuri,
5265,westernized,
5266,zen,n
5267,kimonos,
5268,respects,
5269,kimono,n
5270,racist,n
5271,shinobu,
5272,flashing,n
5273,breadth,n
5274,elegance,n
5275,leys,
5276,john,n
5277,operate,v
5278,streotypical,
5279,empires,
5280,modernization,n
5281,yukuza,
5282,japan,n
5283,liker,n
5284,idealize,v
5285,congruent,adj
5286,welldressed,
5287,midranking,
5288,supposedly,adv
5289,idealizes,
5290,modeled,
5291,itd,
5292,sleekness,
5293,coldness,
5294,headon,
5295,glare,n
5296,shinobus,
5297,cleverly,adv
5298,combines,
5299,crowbar,n
5300,weatherbeaten,
5301,shave,v
5302,moisturize,vi
5303,flannel,n
5304,lessens,
5305,criminality,n
5306,communicates,
5307,characterf,
5308,seriousa,
5309,embraced,
5310,patternb,
5311,martial,adj
5312,arts,n
5313,leaderd,
5314,shirta,
5315,overdoing,
5316,triggers,
5317,jarule,
5318,respectively,adv
5319,forever,adv
5320,bothers,
5321,pleased,adj
5322,kevin,n
5323,troublesome,adj
5324,harden,vt
5325,troubled,adj
5326,misunderstood,
5327,bossed,adj
5328,adolescence,n
5329,lover,n
5330,ganster,
5331,sterotype,
5332,expresses,
5333,resentful,adj
5334,ashamed,adj
5335,stocking,n
5336,cap,n
5337,ghetto,n
5338,jenner,
5339,chnagr,
5340,adoptive,adj
5341,family,n
5342,hoodie,n
5343,orphaned,
5344,cared,
5345,camouflage,v
5346,incompetent,adj
5347,unable,adj
5348,hitman,
5349,decision,n
5350,sweetness,n
5351,alarming,adj
5352,bald,adj
5353,gotta,<ç¾__
5354,radar,n
5355,dmx,
5356,cammo,
5357,zipper,n
5358,yankee,n
5359,sill,n
5360,friendliness,n
5361,inexperienced,adj
5362,joined,
5363,picturing,
5364,wantabe,
5365,unreal,adj
5366,shaka,
5367,hails,
5368,rastafarian,
5369,roots,
5370,dating,
5371,century,n
5372,dreds,
5373,edged,
5374,htown,
5375,chains,
5376,jamaican,n
5377,panther,n
5378,portrayals,
5379,competency,n
5380,rap,n
5381,golden,adj
5382,badi,
5383,sterotypical,
5384,charactera,
5385,fin,n
5386,basicd,
5387,tshirt,
5388,authoritativeb,
5389,plating,n
5390,iconic,[è®
5391,bossc,
5392,optionc,
5393,spirit,n
5394,toting,
5395,prioritized,
5396,sly,adj
5397,pizazz,n
5398,demeanors,
5399,enforcer,
5400,authoritarian,adj
5401,conniving,
5402,neck,n
5403,pays,
5404,homage,n
5405,weed,n
5406,stoner,
5407,foremost,adj
5408,cautious,adj
5409,racial,adj
5410,undertones,
5411,iron,n
5412,traitors,
5413,fist,n
5414,snap,v
5415,anger,n
5416,retaliation,n
5417,regarding,prep
5418,dapperness,
5419,idgaf,
5420,blinged,
5421,michael,n
5422,jordan,n
5423,represnted,
5424,gangstermafia,
5425,symbolizes,
5426,toner,n
5427,crooked,adj
5428,hopper,n
5429,stranger,n
5430,reminding,
5431,corrupt,adj
5432,cops,
5433,hats,
5434,anymore,adv
5435,riot,n
5436,caveat,n
5437,druthers,
5438,crookeddisloyal,
5439,media,n
5440,vilifying,
5441,deaf,adj
5442,roughest,
5443,meanest,
5444,baton,n
5445,unfaithful,adj
5446,sleezebag,
5447,asshole,
5448,crouching,
5449,reactionsa,
5450,argumentative,adj
5451,characterc,
5452,official,n
5453,week,n
5454,rogue,n
5455,brock,n
5456,lesnar,
5457,relatively,_¸å__
5458,lettering,n
5459,logoinsignia,
5460,department,n
5461,underfunded,
5462,hardest,
5463,compassion,n
5464,tom,n
5465,lens,n
5466,armand,n
5467,perception,n
5468,selfish,adj
5469,rectangular,adj
5470,news,n
5471,protesters,
5472,decades,
5473,lesner,
5474,worrisome,adj
5475,tonl,
5476,bent,n
5477,jerk,n
5478,relative,n
5479,pathetic,adj
5480,coward,n
5481,barring,prep
5482,dropout,n
5483,ktown,
5484,nerd,n
5485,mit,Massachusettes
5486,table,n
5487,knocking,n
5488,unmotivatedd,
5489,drop,v
5490,memories,
5491,referring,vbl
5492,korean,n
5493,bangers,
5494,flashier,
5495,dropped,adj
5496,handbags,
5497,sametime,
5498,sweatshirt,
5499,graduated,
5500,budding,adj
5501,modest,adj
5502,corny,adj
5503,obnoxious,adj
5504,tends,
5505,stack,n
5506,doingb,
5507,confidentd,
5508,posturec,
5509,throwing,n
5510,overdressed,
5511,underdressed,
5512,msot,
5513,shos,
5514,gan,<_
5515,factory,n
5516,affinity,n
5517,jeans,n
5518,glenn,n
5519,bucket,n
5520,floppy,adj
5521,kims,
5522,intents,
5523,activities,
5524,narrated,
5525,kim,
5526,student,n
5527,teenager,n
5528,idiot,n
5529,listener,n
5530,talker,n
5531,clever,adj
5532,fels,
5533,adjust,vt
5534,sweater,n
5535,mentally,adv
5536,illegal,adj
5537,boxing,n
5538,synopsis,n
5539,immidinating,
5540,oppoents,
5541,pride,n
5542,national,adj
5543,boxer,n
5544,brawls,
5545,wraps,
5546,savage,adj
5547,champ,v
5548,eric,Educational
5549,wanting,adj
5550,forlorn,adj
5551,drooped,
5552,drooping,adj
5553,dejected,adj
5554,superhuman,adj
5555,champions,
5556,superheroes,
5557,shiv,n
5558,mexican,adj
5559,authenticity,n
5560,gut,n
5561,macho,
5562,heritage,n
5563,devour,vt
5564,attribute,n
5565,mexicans,
5566,mexico,n
5567,fundamentally,adv
5568,shady,adj
5569,satisfied,adj
5570,embrace,vt
5571,anglepose,
5572,championship,n
5573,superhero,n
5574,erics,
5575,upbringing,n
5576,buff,n
5577,gloves,
5578,adorned,
5579,underscore,vt
5580,unhappy,adj
5581,brother,n
5582,murderer,n
5583,wreck,n
5584,mike,n
5585,haggar,
5586,em,n
5587,mule,n
5588,condoms,
5589,poop,n
5590,chute,n
5591,patriotism,n
5592,inspirational,adj
5593,motivational,adj
5594,touching,adj
5595,besthe,
5596,scarred,
5597,danny,n
5598,trejo,
5599,participate,vi
5600,brawl,n
5601,iteration,n
5602,festive,adj
5603,twentytwo,
5604,fresher,n
5605,wrinkles,
5606,gauntness,
5607,braids,
5608,canelo,
5609,alvarez,
5610,ticket,n
5611,volunteered,
5612,prepped,
5613,rebellious,adj
5614,spunk,n
5615,scavenger,n
5616,char,v
5617,circumstances,
5618,shoots,
5619,soldieresk,
5620,toned,
5621,armored,adj
5622,postapocalyptical,
5623,universes,
5624,risque,adj
5625,classically,adv
5626,apocolyptic,
5627,radiates,
5628,stubbornness,n
5629,badassery,
5630,defy,vt
5631,loud,adj
5632,essentially,adv
5633,cosmetically,
5634,youe,
5635,lesbian,adj
5636,pistol,n
5637,tatoos,
5638,suicide,n
5639,squad,n
5640,copy,n
5641,forget,vt
5642,metric,adj
5643,scant,adj
5644,lips,
5645,campy,adj
5646,armageddon,n
5647,bikini,n
5648,rip,v
5649,heat,
5650,stroke,n
5651,wore,vbl
5652,pain,n
5653,former,adj
5654,bust,n
5655,knockoff,
5656,invested,
5657,ut,n
5658,splash,n
5659,seedy,adj
5660,scarface,
5661,irish,n
5662,arrogance,n
5663,flashysleazy,
5664,caucasian,n
5665,nongeneric,
5666,brendan,
5667,ocallahan,
5668,backgroundb,
5669,elite,n
5670,cheapc,
5671,vampirea,
5672,texas,n
5673,jackets,
5674,pant,v
5675,standout,n
5676,elites,
5677,mingle,v
5678,gangs,
5679,luxury,n
5680,italian,n
5681,cuban,n
5682,busting,
5683,flex,vt
5684,greaser,__²¹_
5685,sleezy,
5686,shoesring,
5687,shirts,
5688,flashiness,n
5689,jewelry,n
5690,enjoys,
5691,sloppy,adj
5692,stereo,n
5693,adequate,
5694,irtish,
5695,formal,adj
5696,loos,
5697,crappier,
5698,douchebag,
5699,gambler,n
5700,cbead,
5701,ended,
5702,personifies,
5703,brendans,
5704,arrogant,adj
5705,behavior,n
5706,five,num
5707,characteroption,
5708,greatoption,
5709,getup,n
5710,leo,n
5711,sporting,adj
5712,meh,
5713,thefuture,
5714,scan,v
5715,theearth,
5716,lawnmower,n
5717,device,n
5718,stores,
5719,ten,num
5720,grasp,vt
5721,source,n
5722,harvesting,v
5723,inspecting,
5724,argument,n
5725,rind,n
5726,battery,n
5727,storing,
5728,sample,n
5729,detect,vt
5730,radiation,n
5731,contaminated,v
5732,proton,n
5733,sunlight,n
5734,silver,n
5735,advancements,
5736,overloaded,
5737,advances,
5738,stored,
5739,produced,
5740,revolutionize,vt
5741,innovation,n
5742,load,n
5743,enclosed,adj
5744,wuipment,
5745,forms,
5746,prototypeish,
5747,achievable,adj
5748,resourcefulgreat,
5749,contains,
5750,components,
5751,detector,n
5752,pherris,
5753,purposes,
5754,robotics,_ºå_äººæ__
5755,octoman,
5756,compact,adj
5757,cases,n
5758,liquid,n
5759,toolboxe,
5760,timea,
5761,grinder,n
5762,dangerousg,
5763,voltage,n
5764,heavyc,
5765,harvest,n
5766,polluted,vbl
5767,exoskeletons,
5768,task,n
5769,sources,
5770,extract,n
5771,extracted,
5772,feasible,adj
5773,holdingoperating,
5774,geiger,
5775,counter,n
5776,laser,n
5777,driller,n
5778,bionic,adj
5779,repairing,
5780,probing,n
5781,analyzing,v
5782,external,adj
5783,peripherals,
5784,exo,
5785,finds,
5786,lightest,
5787,technologyheavy,
5788,dector,
5789,samples,
5790,preventing,
5791,geothermal,adj
5792,poster,n
5793,sterile,adj
5794,bonded,adj
5795,backdrop,n
5796,showcase,n
5797,empowerment,
5798,closeups,
5799,concentrated,adj
5800,invoved,
5801,envrionment,
5802,cinematic,adj
5803,mecha,
5804,foreground,n
5805,shove,n
5806,attentiongrabbing,
5807,jrpgsaction,
5808,tradition,n
5809,desktop,n
5810,uncover,vt
5811,badassness,
5812,scififuturistic,
5813,behinds,
5814,excessively,adv
5815,infomration,
5816,gamemobile,
5817,banded,
5818,reside,vi
5819,uniqueoriginal,
5820,zoomedin,
5821,meshing,
5822,ingame,
5823,innovative,adj
5824,stimulating,adj
5825,teamwork,n
5826,percent,n
5827,actionfilled,
5828,wishy,
5829,washy,adj
5830,apoctalyptic,
5831,complexthe,
5832,variation,n
5833,prestigious,adj
5834,closeup,
5835,cataclysm,n
5836,darkermore,
5837,fastest,
5838,scrolling,
5839,platform,n
5840,presents,
5841,greenhaired,
5842,hints,
5843,engrossing,adj
5844,jrpg,
5845,grouped,
5846,positioned,
5847,buttocks,n
5848,affect,vt
5849,learnable,adj
5850,individually,adv
5851,tea,n
5852,cyberpunktech,
5853,cooperative,adj
5854,newer,
5855,ideals,
5856,welldetailed,
5857,nuclear,adj
5858,focuses,
5859,eh,int
5860,racing,vi
5861,conceptprogression,
5862,driver,n
5863,chainsaws,
5864,tires,
5865,fleshed,
5866,message,n
5867,typed,v
5868,driven,adj
5869,es,
5870,dec,n
5871,junkrat,
5872,editing,adj
5873,tokyo,n
5874,twintail,
5875,oldlooking,
5876,colours,
5877,mismatched,
5878,encompassing,
5879,decoration,n
5880,dope,n
5881,edc,European
5882,uncertain,adj
5883,offroading,
5884,solely,adv
5885,sandy,adj
5886,sand,n
5887,dust,n
5888,blowing,
5889,sheen,n
5890,ion,
5891,racecourse,n
5892,anarchy,n
5893,graffiti,
5894,lights,n
5895,google,
5896,contrasting,
5897,undershirt,n
5898,tights,n
5899,wheel,n
5900,camera,n
5901,implied,adj
5902,rejected,
5903,pimps,
5904,absurd,adj
5905,makeup,n
5906,persons,
5907,lifted,
5908,offroad,
5909,handdrawn,
5910,mods,n
5911,postnuclear,
5912,shoulders,
5913,sustain,vt
5914,ramming,
5915,mint,n
5916,sleeker,
5917,motion,n
5918,desired,adj
5919,kiddish,
5920,customized,
5921,mainly,adv
5922,grungier,
5923,dirtier,
5924,understanding,n
5925,hotrod,
5926,proposed,è¢_è®_
5927,avitar,
5928,bas,n
5929,bell,n
5930,bottoms,
5931,birds,
5932,ec,
5933,modification,n
5934,ford,n
5935,mustang,n
5936,cd,Compact
5937,edginess,n
5938,extragirly,
5939,battering,
5940,rebellion,n
5941,artist,n
5942,excitinga,
5943,modificationse,
5944,suspension,n
5945,skind,
5946,attractivec,
5947,saws,
5948,bumper,n
5949,tricked,
5950,mounted,adj
5951,jumps,
5952,cobbled,
5953,scrapped,
5954,upward,adj
5955,distract,v
5956,winning,n
5957,pickup,n
5958,steel,n
5959,sporty,adj
5960,ferrari,
5961,ripping,adj
5962,phone,n
5963,flirt,vt
5964,promiscuous,adj
5965,russian,n
5966,hooker,n
5967,heroin,n
5968,theft,n
5969,auto,n
5970,flirting,
5971,simulated,
5972,date,n
5973,interactions,
5974,allergies,
5975,scummy,adj
5976,chatbox,
5977,touched,adj
5978,turnoff,n
5979,conversations,
5980,cigarettec,
5981,coloradditional,
5982,voice,n
5983,activated,adj
5984,transparent,adj
5985,funa,
5986,lace,n
5987,conservative,adj
5988,opaque,n
5989,undress,vt
5990,push,n
5991,smokes,
5992,porn,n
5993,stars,
5994,fabric,n
5995,pooch,n
5996,bothering,
5997,stats,
5998,breast,n
5999,drugs,
6000,openmouth,
6001,unintelligent,adj
6002,smoker,
6003,foreign,adj
6004,french,n
6005,current,adj
6006,sexpot,n
6007,vivacious,adj
6008,gaunt,adj
6009,gifts,
6010,earn,vt
6011,approval,n
6012,lea,
6013,seydoux,
6014,gross,adj
6015,respond,v
6016,conversation,n
6017,loojs,
6018,arousing,
6019,strung,vbl
6020,alcohol,n
6021,endowed,
6022,perverted,adj
6023,smokers,
6024,network,n
6025,stressing,
6026,prostitute,n
6027,stressed,
6028,assistant,n
6029,da,"Direct Attack,_´æ__»å_;Department of the Army,____;n"
6030,jaded,adj
6031,beauty,n
6032,pump,n
6033,enhances,
6034,slutty,
6035,milder,
6036,srink,
6037,moreno,
6038,alsp,
6039,ipen,
6040,inlove,
6041,success,n
6042,walker,n
6043,district,n
6044,attorney,n
6045,attentiona,
6046,relieve,vt
6047,stressc,
6048,classier,
6049,favored,adj
6050,bars,n
6051,promoting,
6052,emma,n
6053,whore,n
6054,stifflers,
6055,accounts,å¸__
6056,wardrobe,n
6057,detached,adj
6058,attorneys,
6059,callher,
6060,ada,n
6061,eastern,adj
6062,vapid,adj
6063,destroy,vt
6064,careful,adj
6065,lawyer,n
6066,partying,
6067,seeks,
6068,crossover,n
6069,headdress,adj
6070,crown,n
6071,jewlery,
6072,signal,n
6073,importance,n
6074,olympia,n
6075,lookin,
6076,commoners,
6077,servants,
6078,hue,n
6079,enchantment,n
6080,greeks,
6081,olympians,
6082,robesarmor,
6083,historically,
6084,late,adj
6085,mountain,n
6086,howere,
6087,armour,n
6088,gods,
6089,conept,
6090,thisb,
6091,interesteda,
6092,significantly,adv
6093,amour,n
6094,ornate,adj
6095,helmets,
6096,goddess,n
6097,watered,adj
6098,artifacts,n
6099,olympias,
6100,regality,n
6101,closes,
6102,greekolympian,
6103,whites,n
6104,golds,
6105,ancientclassical,
6106,togas,
6107,whitegold,
6108,ancienthistorical,
6109,queens,
6110,nighttime,n
6111,ultramodern,adj
6112,olympian,n
6113,bynch,
6114,civilizationthemed,
6115,tint,n
6116,bling,
6117,masked,v
6118,whispering,
6119,servant,n
6120,advisor,n
6121,treat,n
6122,palace,n
6123,pharoah,
6124,garbapparel,
6125,extraordinary,adj
6126,charge,n
6127,bracers,
6128,attendee,n
6129,optionb,
6130,decorations,
6131,pyramidsb,
6132,pyramids,
6133,tooa,
6134,outfitted,
6135,situtations,
6136,transitions,
6137,animalistic,adj
6138,robotosize,
6139,inca,
6140,aztecs,
6141,plate,n
6142,south,n
6143,egypt,n
6144,compatible,adj
6145,whack,vt
6146,cleopatras,
6147,deco,
6148,pronounced,adj
6149,individuals,
6150,anthony,n
6151,throws,
6152,headpiece,n
6153,commandments,
6154,climate,n
6155,baked,
6156,facemask,
6157,costumed,
6158,assistants,
6159,skateboards,
6160,scooter,n
6161,learned,adj
6162,mother,n
6163,taylor,n
6164,evident,adj
6165,metallica,
6166,skaters,
6167,trends,
6168,replaced,
6169,regardless,adj
6170,tune,n
6171,hipster,n
6172,schoolcollege,
6173,committed,
6174,crimes,
6175,wits,
6176,gum,n
6177,signature,n
6178,chewing,
6179,interestfascination,
6180,acquired,adj
6181,outing,n
6182,ba,[__
6183,capone,
6184,skate,n
6185,bubble,n
6186,irresponsible,adj
6187,respected,
6188,wanders,
6189,sneakers,
6190,walks,
6191,factors,
6192,transportation,/n
6193,inconsistencies,
6194,inconsistent,adj
6195,lgbtq,
6196,chill,n
6197,concerts,
6198,piercings,
6199,implausible,adj
6200,chew,vt
6201,dumpy,adj
6202,fuss,n
6203,juts,
6204,sign,n
6205,annie,n
6206,gangstreet,
6207,heir,n
6208,sophistication,n
6209,beanie,n
6210,staged,
6211,homeless,adj
6212,info,n
6213,lookinga,
6214,rebelliousb,
6215,attractivee,
6216,bottle,n
6217,friend,n
6218,ryan,n
6219,gosling,n
6220,connor,
6221,ink,
6222,foster,vt
6223,jail,n
6224,bigtime,
6225,staring,adj
6226,relateable,
6227,boston,n
6228,ben,n
6229,affleck,
6230,dork,
6231,disinterested,adj
6232,loner,n
6233,stares,
6234,initially,adv
6235,demeaner,
6236,hostile,adj
6237,elevates,
6238,appearances,
6239,novice,n
6240,tattoes,
6241,researched,
6242,variant,adj
6243,hurricane,n
6244,bacckground,
6245,frankly,adv
6246,considers,
6247,delgados,
6248,zoe,
6249,kravitz,
6250,slots,
6251,law,
6252,snark,n
6253,ethnically,adv
6254,latina,
6255,jarelles,
6256,plastic,n
6257,surgery,n
6258,chicks,
6259,idk,
6260,pursue,vt
6261,thebcharacter,
6262,siblings,
6263,unkept,
6264,african,n
6265,ethnicities,
6266,hispanic,adj
6267,plausibly,adv
6268,puerto,
6269,rico,
6270,easygoing,adj
6271,rican,
6272,imaging,
6273,despicable,adj
6274,rosario,ç½____¥¥
6275,dawson,__
6276,tanner,n
6277,slickest,
6278,smarterdangerous,
6279,spanish,adj
6280,clarifies,
6281,talks,
6282,pierres,
6283,controlling,vbl
6284,bossy,adj
6285,controlled,adj
6286,casually,adv
6287,colorfully,
6288,navy,n
6289,improvement,n
6290,owner,n
6291,pierre,
6292,tennis,n
6293,sport,n
6294,empathetic,adj
6295,nit,n
6296,ethics,n
6297,sided,adj
6298,changes,
6299,carefully,adv
6300,bios,Basic
6301,jawline,n
6302,blazer,n
6303,printed,adj
6304,pierce,vt
6305,marketing,n
6306,improvements,
6307,generation,n
6308,atype,
6309,manicured,
6310,smilier,
6311,fastidious,adj
6312,icy,adj
6313,aloof,adv
6314,steps,
6315,favoring,adj
6316,uptown,adv
6317,arragont,
6318,relationship,n
6319,dislikes,
6320,chiseled,adj
6321,rolled,adj
6322,empathy,n
6323,mend,n
6324,offish,adj
6325,classe,
6326,supÃ©rieure,
6327,bags,
6328,stuffy,adj
6329,controllingboss,
6330,patterns,
6331,doconvey,
6332,shirtjacket,
6333,rider,n
6334,denim,n
6335,foreigner,n
6336,forgettable,adj
6337,sway,v
6338,jean,n
6339,handsomehe,
6340,strict,adj
6341,lothe,
6342,employees,
6343,employeesh,
6344,succeed,vi
6345,lows,
6346,dac,Douglas
6347,leaderbossy,
6348,slicked,
6349,equals,
6350,furry,adj
6351,collections,
6352,guesswork,n
6353,scraped,
6354,directly,adv
6355,crowds,
6356,males,
6357,wacky,adj
6358,outsiders,
6359,proven,vbl
6360,sightly,adj
6361,fave,rave
6362,soviet,n
6363,union,n
6364,dawn,n
6365,modernist,n
6366,prior,adj
6367,revolution,n
6368,daughter,n
6369,heroines,
6370,shed,vt
6371,dash,n
6372,guitar,n
6373,motorcycle,n
6374,villains,
6375,citizen,n
6376,freedom,n
6377,tribes,
6378,allages,
6379,sexist,n
6380,needing,
6381,reasoning,n
6382,halfdressed,
6383,preteen,adj
6384,upbeat,n
6385,clan,n
6386,orientated,
6387,saving,n
6388,alignment,n
6389,biker,n
6390,hobby,n
6391,shine,v
6392,althogh,
6393,mimics,
6394,primitive,adj
6395,waste,n
6396,anthropomorphic,AnWrEpEJ5mC:fst//n
6397,motorcycles,
6398,promising,adj
6399,serialized,
6400,humanize,vt
6401,biking,
6402,clothinga,
6403,meg,n
6404,otherb,
6405,vividness,n
6406,charactersc,
6407,loth,(=loath)adj
6408,droole,
6409,underwear,n
6410,staying,
6411,shopping,n
6412,presenting,
6413,visuals,
6414,creators,
6415,decide,v
6416,pixeljunk,
6417,dusty,adj
6418,hcg,human
6419,peak,n
6420,seams,
6421,comraderie,
6422,itl,
6423,spinoff,n
6424,drama,n
6425,offensivre,
6426,revealingobjectifying,
6427,prize,n
6428,bikes,
6429,styletheme,
6430,sprite,n
6431,triumphant,adj
6432,spins,
6433,militant,adj
6434,eyepatch,n
6435,seduce,v
6436,selfconfident,
6437,designwise,
6438,vaguer,
6439,diving,n
6440,backside,n
6441,determine,v
6442,pointed,adj
6443,lowered,
6444,barrel,n
6445,foot,n
6446,sexulized,
6447,relies,
6448,agent,n
6449,grayscale,
6450,preferable,adj
6451,loses,
6452,facing,n
6453,minds,
6454,pistols,
6455,resembling,
6456,reverence,n
6457,personb,
6458,hera,n
6459,brothel,n
6460,employee,n
6461,afraid,adj
6462,antihero,n
6463,swear,vi
6464,servicey,
6465,draft,n
6466,unrelateable,
6467,nest,n
6468,insight,n
6469,betterstrongermore,
6470,morgan,n
6471,grimace,n
6472,bu,
6473,tit,n
6474,sketchesmockups,
6475,worldgame,
6476,marguerites,
6477,master,n
6478,diguise,
6479,wipe,v
6480,transgendered,
6481,whose,pron
6482,emits,
6483,emphasized,
6484,fortune,n
6485,league,n
6486,legends,
6487,posed,
6488,loosely,adv
6489,stylistically,adv
6490,evaluate,vt
6491,selfassured,
6492,skillful,adj
6493,reputation,n
6494,detailreal,
6495,witted,adj
