,Gender Identity,Income Range,Racial Or Ethnic Identity,Education Level,Age Range,Favorite Mobile Gaming Genres,Mobile Gaming Frequency,Explanation
3460,Male,$101k+,White,Graduate Degree,35-44,Puzzle; Board; Card; Strategy; Trivia,,"I ranked based on how intimidating the face looked. Given the background, it seems like he would be tough."
3461,Male,$101k+,White,Bachelor's Degree,35-44,Adventure; Role Playing; Strategy,,A has the best detail and is most relate-able.  .
3462,Male,$61-100k,Asian,Graduate Degree,35-44,Casino; Simulation; Adventure; Trivia; Sports,,Option A looks great and he has a lot of character with the expression shown. He fits the Boston type very well. He looks like Ben Affleck in a way. Great look and idea. Option B is good too for a tough guy. Think that is a good fit there as well.
3463,Male,$0-30k,White,Bachelor's Degree,45-54,Board; Card; Puzzle; Word,,B looks the most Irish to me and the neck ink is clear and looks good - and he looks interesting and like he has an interesting story. C looks mean to me.  A looks like a douchebag and I don't like his neck ink.
3464,Male,$0-30k,White,Bachelor's Degree,35-44,Puzzle; Sports; Trivia; Family,,"To me option B screams Irish from Boston. He looks the most mean and the one you would not want to mess with.  His face looks more Irish than the other two, and I can just picture his deep Boston Accent as well."
3465,Male,$61-100k,White,Graduate Degree,35-44,Action; Adventure; Strategy; Trivia; Word,,I don't like C. He looks like a dork. I think B looks the most believable as a character and fitting of the description
3466,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Adventure; Arcade; Strategy; Role Playing,,Option c seemed like the most interesting character. Cool story.
3467,Male,$0-30k,White,High School,45-54,Role Playing; Adventure; Action,,The elements that attract me the most are a style of hair and the overall look on his face. I like his pose as well in the background information fits the image
3468,Male,$61-100k,White,Graduate Degree,35-44,Word; Adventure; Racing; Sports; Strategy,,The stories all seemed fairly similar. I liked option B the most because I liked the neck tattoo and the look the figure provided the best. I then thought that A seemed more  natural than C.
3469,Male,$101k+,White,Bachelor's Degree,25-34,Arcade; Music; Puzzle,,Looks coolest & most fun
3470,Male,$0-30k,Black,Bachelor's Degree,25-34,Action; Adventure; Role Playing; Word,,The first two look tough. The first looks more intimidating than the rest. The last one looks bland and boring
3471,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Arcade; Role Playing; Simulation; Strategy,,"""B"" reminds me of a Boston guy, but I can't put my finger on why.  I think he reminds me of Affleck in ""The Town""."
3472,Male,$0-30k,White,High School,35-44,Puzzle; Educational; Word; Role Playing; Board,,Option B looks too disinterested. A looks the most intimidating. C is middle of the road.
3473,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Adventure; Arcade; Strategy; Word,,"Option a has too many tattoos, and option b is the scariest because he's not even looking at me"
3474,Male,$31-60k,White,Bachelor's Degree,35-44,Racing; Strategy; Action; Adventure; Role Playing,,I prefer Option B because he looks the coolest and the most relatable. I think he fits the character the most.
3475,Male,$31-60k,Asian,Bachelor's Degree,25-34,Adventure; Card; Role Playing; Simulation; Strategy,,I liked B the best because it gives off more of a loner feel to the character since it doesn't seem like he stares out at us like in C and A which fits the loner detail in the description.
3476,Male,$61-100k,White,Bachelor's Degree,45-54,Puzzle; Arcade; Card,,"B looks most like a guy I would see in a gang. He looks like he would kick some ass. C looks like he would kind of fit in a  bit. He looks interesting. A is okay, but he doesn't look like he fits in a game like that."
3477,Male,$31-60k,White,Bachelor's Degree,25-34,Trivia; Sports; Role Playing; Adventure,,I think that the game in choice c is the better of the 3 choices and the ones I would rather choose.
3478,Male,$0-30k,White,High School,25-34,Action; Role Playing; Simulation,,I chose in the order that look like they would be the perfect star with manly looks like those out of a action movie
3479,Male,$31-60k,White,Bachelor's Degree,25-34,Action; Adventure; Educational; Strategy; Role Playing,,The character looks good and reminds me of Ryan gosling.
3480,Male,$31-60k,White,Bachelor's Degree,45-54,Casino,,"I was drawn to option B initially more than the others. I think he looks more like the profile than the other two. His demeaner looks more natural than the other two options also. Option A and C were pretty close, but Option C looks like he is trying to look mean, so I like option A a little more."
3481,Male,$0-30k,White,High School,25-34,Action; Adventure; Arcade; Card; Role Playing,,I really prefer the style of B because it's a guy who has seemingly not been a wanted person and is someone who may be looked as a problem child. C is almost like B. A is similar but not as mean and hostile looking.
3482,Male,$0-30k,Other,Bachelor's Degree,25-34,Action; Adventure; Arcade; Role Playing; Puzzle,,A has the best look. B looks like A but a little worse. C has a different look which I don't think looks as good.
3483,Male,$31-60k,Other,Bachelor's Degree,35-44,Board; Card; Role Playing; Simulation; Trivia,,I like the dark pants a lot more than his blue jeans look
3484,Male,$31-60k,Asian,Bachelor's Degree,35-44,Action; Arcade; Role Playing; Sports,,"C looks a little more like the described character, I think they have a slightly younger look to their face."
3485,Male,$101k+,White,Graduate Degree,45-54,Adventure; Arcade; Simulation,,"I like the A/C posture better and the A ""do you really want to f*** with me"" facial expression elevates it over C."
3486,Male,$61-100k,Asian,Bachelor's Degree,35-44,Action; Adventure; Arcade; Strategy; Role Playing,,I liked choice B since the character looks the most intimidating and strongest. Choice B also fits the character description the best compared to choice C which isn't as appealing.
3487,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Board; Card; Casino,,I chose based on the face appearances and the tattoo on his neck.   I chose who looked the most Irish.
3488,Male,$61-100k,White,Graduate Degree,35-44,Adventure; Strategy; Role Playing,,As a fairly novice criminal I think less tattoos seem more appropriate.  The full neck tattoos make him seem more hardened.
3489,Male,$31-60k,White,Graduate Degree,35-44,Strategy; Action; Adventure; Arcade; Role Playing,,"The neck tattoo in my top choice is imposing, and adds a nice accent to the image. Very cool design for sure!"
3490,Male,$0-30k,White,Associate Degree,25-34,Music; Sports; Strategy; Trivia; Card,,"All three have the same backstory and I based my rankings on how they look as that is the only major difference. I thought A had too many tattoos and didn't have the appearance I wanted so that's third. The difference between B and C was close, but I preferred B's facial features more as I feel it fit his character a little better."
3491,Male,$61-100k,White,Bachelor's Degree,35-44,Arcade; Casino; Puzzle; Sports; Word,,"I really don't have a preference.  But, if I have to choose one, B would be it.  The neck tattoes make him look tough and strong."
3492,Male,$101k+,White,Bachelor's Degree,35-44,,,"The backstory on this character fits this overall theme the best as it sounds organic, truly engaging, well researched and well thought out overall"
3493,Male,$31-60k,White,High School,35-44,,,My top pick looks the most like her ethnicity and what I think based on the description. She also looks really tough and like she's in her element.
3494,Male,$0-30k,Hispanic,Bachelor's Degree,25-34,,,I feel that C's model best reflects the description given about the character.
3495,Male,$0-30k,White,High School,25-34,,,The lighter hair variant of this person fits the description the best in choice C here
3496,Male,$0-30k,White,Bachelor's Degree,35-44,,,Option A is the most interesting character. Good backstory and motives that make sense.
3497,Male,$61-100k,White,Bachelor's Degree,45-54,,,"I think A is the most attractive, and she just kind of looks like the kind of person who had a good life and isn't necessarily a bad person, but the circumstances of the hurricane made her turn to crime just to support herself and family."
3498,Male,$31-60k,Asian,Bachelor's Degree,35-44,,,I think the picture in option A fits the description the best of a former dancer. This one has the look of someone who can clean up and look like a professional dancer.
3499,Male,$101k+,White,Bachelor's Degree,45-54,,,I like the bacckground better about being a dancer
3500,Male,$31-60k,Asian,Bachelor's Degree,25-34,,,"I felt the black hair fit the character more because of her ethnicity. Between the two with black hair, I liked A better because I feel that the character described in the bio wouldn't bother to tie back her hair."
3501,Male,$31-60k,White,Bachelor's Degree,45-54,,,I think that C has a more Cuban and dancer vibe than the other two.
3502,Male,$61-100k,White,Bachelor's Degree,35-44,,,I think the darker hair sticks out more and better fits the character's background.  Either of the top 2 interest me to be honest.
3503,Male,$0-30k,Asian,Bachelor's Degree,35-44,,,C is the best because she looks the most like a tough girl that can shoot with her short haircut and mean face. I can't tell much of a difference between A and B.
3504,Male,$31-60k,White,Graduate Degree,45-54,,,"Frankly, I think any of the three styles would work when one considers Delgado's background. However, I'm a big fan of Zoe Kravitz, so am putting Options B and A in the first slots. Note: I'd be careful re: image and intellectual property law here. No snark."
3505,Male,$0-30k,White,High School,25-34,,,"I like choice B the most. When I read the story, I envisioned the character would look something like choice B and not choice A or C. I think the short hair makes a big difference."
3506,Male,$61-100k,Black,Bachelor's Degree,25-34,,,I like option C the best because I think her hair style and the way she dresses fits her background and heritage perfectly.
3507,Male,$61-100k,Hispanic,Bachelor's Degree,25-34,,,I think that the way she looks in this picture would fit someone with this background ethnically as well as when it comes to her gang activities. B and A are both good for a latina gang female. I like the way she is wearing her hair as it is tough and ready for a battle to me.
3508,Male,$31-60k,White,Graduate Degree,25-34,,,"Jarelle's story makes me think of two directions: either she's had a lot of plastic surgery to hide her scars and feel more powerful or she looks really rough so she looks more threatening. I chose the one that looks more cover up because I think there's more of an interesting story and she has the money being in a gang. I also think it is more likely she would have had work done being that she was a dancer. That being said, if gone with option C, I could see that the hurricane and her life having done damage to her and she's using that look to her advantage which could also be an interesting direction to go. I think option A looks to be in the middle of the other two and just does not feel like it has as much as the other two going for it."
3509,Male,$31-60k,White,Bachelor's Degree,35-44,,,"I chose Option A because I like the chicks with black hair more, idk more than that :)"
3510,Male,$0-30k,White,Bachelor's Degree,35-44,,,The descriptions are mostly helpful in deciding which character to pursue. I find the details mostly suitable and appropriate for the genre mentioned.
3511,Male,$61-100k,White,Bachelor's Degree,35-44,,,A has a hairstyle that best fits this characters personality based on the background
3512,Male,$61-100k,White,Graduate Degree,35-44,,,I like the haircut most in 1 I think it goes well with thebcharacter description. She looks like a badass and that she could have also been a dancer or maybe she is to make money to support her siblings
3513,Male,$0-30k,White,High School,35-44,,,"I think a character like this would be kind of unkept, so I like the long messy hair.  I like that face better too"
3514,Male,$101k+,White,Graduate Degree,35-44,,,I ranked my choices based on the most attractive face and which seemed to best fit the ethnicity.
3515,Male,$101k+,White,Bachelor's Degree,35-44,,,C has the best visual detail.  Really leads into the character.
3516,Male,$61-100k,Asian,Graduate Degree,35-44,,,Each of the designs look good here. I like the lady in option C the most. This is a fierce look and think she means business. Think option A is nice too and she is very tough. Good artwork to bring her to life in each of these.
3517,Male,$101k+,White,High School,35-44,,,"A's face, skin tone, and hair remind me of cuban and African ethnicities.  C looks more hispanic, with lighter hair and facial features, so plausibly fitting in Puerto Rico.  B looks more African American with her hair style."
3518,Male,$0-30k,White,Bachelor's Degree,45-54,,,"The A face looks like a nice person forced into a hard life.  Her hair looks natural and easygoing. In B her hair is out of the way so she's ready to throw down, but therefore she's a little less approachable. I just don't like the look of C."
3519,Male,$0-30k,White,Bachelor's Degree,35-44,,,"The long hair in option A is what does it for me, it makes the character who she is. She just looks more Puerto Rican that way in my eyes.  Imaging her accent and just the despicable things she will get up to if you cross her."
3520,Male,$61-100k,White,Graduate Degree,35-44,,,She looks best with her hair down. I like A. She has a Rosario Dawson feel that I find appealing
3521,Male,$61-100k,White,Bachelor's Degree,35-44,,,I think B is the the better simpler story. Then I choose C and then A. I also prefer the look of A the best.
3522,Male,$0-30k,White,High School,45-54,,,I like her appearance in this background the best. She looks like a badass and sounds like one
3523,Male,$31-60k,Black,Bachelor's Degree,25-34,,,The first 2 options would be the best as they appear the youngest which would match the age given for this avatar. The first one has longer hair and I think that one looks the best compared to something like the third option which appears to be older than the criteria calls for.
3524,Male,$61-100k,White,Graduate Degree,35-44,,,"The stories all seemed identical, but I liked character A the most as I liked the style of the long black hair. I then like the longer but tanner hair in option C next."
3525,Male,$101k+,White,Bachelor's Degree,25-34,,,Seems slickest & most realistic
3526,Male,$0-30k,Black,Bachelor's Degree,25-34,,,"Options A and B look too much like Zoe Kravitz. If option C looks like someone, I don't know who it is, so I would choose this one."
3527,Male,$0-30k,White,Bachelor's Degree,35-44,,,"The face in ""B"" and ""A"" seem the same, but I like the hair in ""B"" more.  ""C"" seems generic to me."
3528,Male,$0-30k,White,High School,35-44,,,I like her hair in C the most. The angle of the gun in all three looks odd. I think both A and C fit the description better than B. Option C also looks a bit tougher.
3529,Male,$0-30k,White,Bachelor's Degree,25-34,,,C and a to not look like real people. They don't seem to match their characteristics with the kind of hair that they have either.
3530,Male,$31-60k,White,Bachelor's Degree,35-44,,,"I like A the most, because her look is the best. I think her hair fits the character the most, and looks the coolest."
3531,Male,$31-60k,White,Bachelor's Degree,25-34,,,I think that choice B is the best looking of the 3 choices
3532,Male,$31-60k,White,Bachelor's Degree,25-34,,,I prefer the dark haired and tomb raider style look to the characters.
3533,Male,$31-60k,White,Bachelor's Degree,45-54,,,"Option A and B are good, but I thought the hair in option B looked more correct for the profile. The dark hair seemed to fit well with the profile. Option B also has a more serious face to me. I didn't think the hair in option C looked correct at all. Most of the other looks of the options, like the clothing, went well with the profile."
3534,Male,$0-30k,White,High School,25-34,,,I dig the look and feel of A the best and B is a close second option. I think C doesn't look as menacing. All fit the look of what is described but A just fits it perfect.
3535,Male,$0-30k,Other,Bachelor's Degree,25-34,,,The face is the best on A and B. A looks like the hairstyle she would use more than B though based on the background. C has a worse face.
3536,Male,$31-60k,Other,Bachelor's Degree,35-44,,,"Definitely prefer dark haired the most, long dark hair is primary pick"
3537,Male,$31-60k,Asian,Bachelor's Degree,35-44,,,C looks the best to me. I think this character's face looks more similar to the description and they have a more distinctive and unique look.
3538,Male,$101k+,White,Graduate Degree,45-54,,,"These are very, very close. B seemed to look a little smarter/dangerous than A/C."
3539,Male,$61-100k,Asian,Bachelor's Degree,35-44,,,I liked choice A since the design of the character looks the most intimidating and fits the description of the character the best. Choice C feels lacking and not as confident nor strong.
3540,Male,$61-100k,White,Graduate Degree,35-44,,,"Since she is Spanish heritage, I think long black straight hair is most appropriate and relates best with the description."
3541,Male,$61-100k,White,Graduate Degree,35-44,,,"I don't think the story really clarifies much.  It talks about her upbringing but not what she does now or why she's toting a gun.  So just based on being black mixed heritage, I think they're all fairly equal but I like the longer hair a bit more."
3542,Female,$0-30k,White,Bachelor's Degree,45-54,,,I like this Pierre's rugged looks and clothing. I would make him less controlling and bossy.
3543,Female,$31-60k,Black,Bachelor's Degree,35-44,,,He looks better with the jacket in any color. They blue is a good fit for him. C camo shirt is definitely a no and is too american..
3544,Female,$0-30k,Other,Bachelor's Degree,35-44,,,I think the gray jacket is the most controlled look that matches his controlling and body personality. It also looks like someone who went to business school. I think he would not choose to dress very casually or colorfully.
3545,Female,$0-30k,White,High School,25-34,,,"I like the look of Option D the most, but I personally would change his clothing and have him wear a dark navy suit. Other than that, I would change his controlling bossy behavior, it really makes me not like him in the least. Thank you."
3546,Female,$31-60k,White,Bachelor's Degree,35-44,,,"I picture him to be wealthy and somewhat arrogant so he should have an outfit that reflects that.  It should be sleek, stylish and on trend with designer style."
3547,Female,$101k+,Hispanic,Graduate Degree,35-44,,,I feel that choice D fits the profile best as a home improvement business owner.
3548,Female,$61-100k,White,Bachelor's Degree,45-54,,,The outfit suits the description. I think he'd be more desirable if he wasn't bossy or controlling
3549,Female,$61-100k,Hispanic,Graduate Degree,35-44,,,"I think C represents him more. Pierre sounds mature for his age and the clothes matches that, I would also include one drawing with tennis, golf  attire as it sounds it would be a sport he might like"
3550,Female,$31-60k,White,Graduate Degree,25-34,,,Seems most relaxed and relatable as a leader that is controlling but still somewhat empathetic.
3551,Female,$61-100k,Hispanic,Graduate Degree,35-44,,,C has a personality that is very controlling and on topic.
3552,Female,$0-30k,White,High School,35-44,,,"I picked H, A, E and B first because nit only did they seem true to someone that has good work ethics it also has a not playing sided. F, G, C and D were also good and had good stories but they were kinda on repeat and really didn't provide any new info. i loved all the clothes changes."
3553,Female,$0-30k,White,Graduate Degree,45-54,,,"The Pierre for the casual game main character I think is the best choice is Option C. I carefully read the character bios first and noticed the differences in the characters hair, clothing, and accessories. Choice C fits best with the bio because of the trendy way his hair is designed on his head, the small shadow of hair along his jawline . He is heir to a family business so he wears an expensive watch and white shoes. He's a great leader and wears a blazer in a trendy color with a printed shirt underneath. He oozes of money and the high life, yet works hard. I would not make any improvement to the Pierre I chose because I think he's the perfect fit for the main character of a game."
3554,Female,$101k+,White,Bachelor's Degree,45-54,,,"I like option G the best, he seems to be more real life man.  Longer pants would look better."
3555,Female,$31-60k,White,Bachelor's Degree,25-34,,,"After reading the character description, B looks most like the pierre I'd imagined."
3556,Female,$61-100k,Black,Bachelor's Degree,35-44,,,I picked my favorite Pierce based on outfit because the descriptions are all the same. I like the shirt he's wearing in option G. I would make his background a little more exciting. It's kind of boring.  I would change from a home improvement business to marketing or something that fits a little more with his look. He doesn't look like he knows anything about home improvements.
3557,Female,$31-60k,Other,Bachelor's Degree,45-54,,,"Even though he's young and of a different generation, I 'd want the character to be dressed as close to business casual as possible."
3558,Female,$31-60k,White,Bachelor's Degree,25-34,,,I like the look of D the most. I like the color of his jacket and the sunglasses he has.  I think D and G are the best looking.  I would change the color of his hair but other then that I think he looks best for this.
3559,Female,$101k+,White,Bachelor's Degree,35-44,,,I like the character in option H- the description seems to fit the drawing perfect.
3560,Female,$0-30k,Black,Bachelor's Degree,25-34,,,"F, B, and H don't fit the description, they are too casual or not A-type enough. Hair is a big detail of this and the bright colors make him feel more casual and playful. The more business like, the better and that he looks super carefully styled and manicured."
3561,Female,$0-30k,White,Bachelor's Degree,45-54,,,the bios are all exactly the same.  I chose in the order I liked the avatar. I would change it and make him smilier and more friendly looking.  He's a bossy rich boy and I don't want to play with him at all as it is.
3562,Female,$0-30k,Other,High School,35-44,,,"I think of this character as pretty fastidious, controlled, a bit reserved and almost icy and aloof. I think he would look neat and stylish and is particular about how he looks, making sure to look his best every time he steps out the door. I imagine him wearing cool colors more, favoring neat, masculine lines. Even his casual looks are more uptown, never really trendy, and even the more modern stuff has a classic twist to it."
3563,Female,$101k+,White,Graduate Degree,35-44,,,For me an arragont and strong man would dress a bit stiff and in dark clothing.
3564,Female,$0-30k,White,Bachelor's Degree,25-34,,,"Option A's appearance matches the description the most for me. He looks most like a leader in a business role and looks like someone who could be snobby, controlling, and bossy. If I were to add anything to the description I think I would add whether he was single or in a relationship or if he likes or dislikes animals. This really helps us get a sense of what kind of person this character is."
3565,Female,$31-60k,White,High School,25-34,,,"I liked the way the hair was styled. I feel it helps to make his face seem more chiseled. I dislike the addition of a tie in D and the loud colors in H. B and G have rolled up jacket sleeves, which I also dislike. C feels like it fits the bio description."
3566,Female,$0-30k,Hispanic,High School,25-34,,,"i wouldnt make him very empathetic. if he is controlling and bossy, empathy doesnt mend well."
3567,Female,$31-60k,White,Bachelor's Degree,25-34,,,I think this one looks the most like a leader and someone who can be bossy and controlling
3568,Female,$0-30k,Black,Bachelor's Degree,25-34,,,I chose option C because I think the blazer looks more sophisticated.
3569,Female,$31-60k,White,Bachelor's Degree,45-54,,,"I generally don't like Pierre and would stay away from him in real life. However, if you make the clothes more relaxed and attractive then that is better for me."
3570,Female,$31-60k,White,High School,25-34,,,"I like A the best. It makes him seem like a business man but not like an old business man. If I could change one thing to my Pierre, I'd make him have like a half smile to make him feel more approachable. He seems very stand offish now"
3571,Female,$61-100k,White,Bachelor's Degree,45-54,,,"1. A because I like the apparel, the look, and I think that the image goes well with the description.2. F because I like the look, the hairstyle, the overall image goes with the description.3. C because I like the style that he has, the way he presents himself, and find the description fitting.4. D because I like the the way he looks, the style, the way he matches the description.5. B because I like the overall look, the way he matches in apparel, the way the description is fitting.6. G because I like the more laid back style, yet still looking like the description.7. E because I like the more casual look, but still the classe supérieure vibe.8. H because I like the flamboyant look, the pattern attire, and the way it fits the description."
3572,Female,$31-60k,White,High School,25-34,,,I chose Pierre's that looked more professional since he is a business man and heir to the family business.
3573,Female,$31-60k,White,Bachelor's Degree,35-44,,,"I only like B and A, the rest look like D bags."
3574,Female,$31-60k,Other,Bachelor's Degree,25-34,,,G is my favorite because I like the outfit the best. It is the perfect mix of smart and casual that makes me like the character more.
3575,Female,$61-100k,White,Bachelor's Degree,35-44,,,From the description I would assume that he is stuffy and stuck up. I would think he would be all business and not fun.
3576,Female,$31-60k,White,Bachelor's Degree,35-44,,,"I liked Option A the most. I see Pierre in darker clothes, due to the controlling/boss side. This outfit was the darkest and has the least amount of pattern. I think the patterns would be too distracting from what he wants to do/convey. I think he keeps is outfits simple so he can focus on the work."
3577,Female,$0-30k,White,Bachelor's Degree,35-44,,,"I prefer option A because this design of a Pierre seems more appropriate to his description bio, a better fit. Maybe I would make him a bit more formal and classy but option A is in a right direction."
3578,Female,$0-30k,White,Bachelor's Degree,35-44,,,"H, F, and G, it's the shirt and the shirt/jacket combo with the sunglasses in the pocket. To me, those are looks that Pierre would have being the character he is. It's more of a laid back character but determined and bossy. He looks like he'd be empathetic and like he'd be a great guy all things considered."
3579,Female,$61-100k,White,Graduate Degree,35-44,,,character seems the most well to do in terms of dress
3580,Female,$61-100k,White,Graduate Degree,35-44,,,I prefer the more professional looking Pierre's. The style of dress in A and G best fits his described personality. The rest I ranked in descending order of professional dress.
3581,Female,$31-60k,Other,Associate Degree,25-34,,,The bios are the same but I prefer the pics with darker colored suits
3582,Female,$31-60k,White,Bachelor's Degree,45-54,,,"The color scheme on D, especially with the red pants, fits the characteristic of him being European, and just looks more like the appearance I would expect an arrogant person with European roots to wear."
3583,Female,$61-100k,White,Bachelor's Degree,35-44,,,"The last three options I selected at the bottom are terrible. They look like 80s characters from night rider or something. Unless that is what you are going for, definitely not the way to go. Option A looks the most fitting for todays fashion with the type of character that he is. He is believable as a controlling heir with that type of outfit.  Option G is just a little too casual and working class with the denim. Option D kind of conveys are foreigner look, so I am okay with that but it seems too feminine for the type of character that he is. The rest are just kind of forgettable."
3584,Female,$61-100k,White,Bachelor's Degree,35-44,,,"I think he looks more professional without the sunglasses.  The hairstyle did not make any difference to me in my choices.  I think the blazer looks more professional as well.  The tie did not sway my decisions at all.  I don't care for the shirts in options H, F and E.  Option G looks like a jean jacket and seems too casual for such a professional guy."
3585,Female,$101k+,White,Graduate Degree,25-34,,,D has the best outfit.  It's showy without being obnoxious.  A is classic.  F is funky and catches your eye.  E is horrible.
3586,Female,$31-60k,White,Graduate Degree,35-44,,,I like to choose option G. because he looks cool and handsome.He works hard and a natural leader he pursue career success. but he is strict to others and empathetic and bossy . If he changes a little bit about bossy thing and controlling activities .he is a really good and young business man. he will success a lot.He will get a trustworthy employees. Anger makes a man losing so many good employees.h has to change his character that is the only advice to Pierre.
3587,Female,$31-60k,White,High School,25-34,,,I picked these options in this order according to which one seemed the most professional and descriptive. I picked the ones that had the best looking outfit that was highly detailed and matched the description of the character. I picked the ones that seemed the most interesting
3588,Female,$31-60k,White,Bachelor's Degree,35-44,,,I like the look of B the most and that he decided to stay back to learn more about business.  I think he could improve by being less bossy but I think it is also helpful because he just wants to succeed.  B reminded me most of normal person with highs and lows and wanting to always improve.
3589,Female,$0-30k,White,Vocational Training,25-34,,,"D,A,C and G have the blazer on in a professional way and is very empathetic looking in that order. B has a blazer but the sleeves rolled up looks less professional. E and F looks clean cut but more American. The way the design looks on his shirt makes him look more of a nice guy in H."
3590,Female,$101k+,White,High School,45-54,,,"Option G is my first choice because after reading his profile, this look just looks like it describes him the best.  This look gives off  the ""leader/bossy"" look the best to me.  Option E is a close second.  I like the style of the shirt and gives him a little bit more casual style.  It still fits the description very well.  Option A is nice but just not one of my favorites.  I don't care very much for the color choices on the rest of the options.  Something about each one, just looks a little off to me."
3591,Female,$31-60k,White,Bachelor's Degree,35-44,,,I really love the hair on Option F.  I think the slicked back yet loose look really seems casual and for some reason that really equals home improvement company boss to me.  I'm not sure why though.
3592,Female,$31-60k,White,Bachelor's Degree,35-44,Action; Arcade; Puzzle; Role Playing; Simulation,Daily,I strongly prefer the colors and styles in this one. It's colorful and fun. Love the furry theme.
3593,Male,$0-30k,Black,Bachelor's Degree,25-34,Role Playing; Adventure; Puzzle; Simulation; Strategy,Weekly,"The varied and cute character collections for B, C, and F fit perfectly for the all ages casual type games."
3594,Male,$0-30k,Hispanic,Bachelor's Degree,25-34,Sports; Adventure; Action,Monthly,C I feel looks the best. It has the best design to it and is able to draw my interest the most. It also meshes best with the light description.
3595,Male,$61-100k,White,Bachelor's Degree,35-44,Strategy; Puzzle; Role Playing,Rarely,"I love a good, dark themed, fantasy game. Option H seemed to capture that with the dark colors, the design of the characters and the name."
3596,Female,$0-30k,White,Bachelor's Degree,45-54,Action; Arcade; Puzzle; Role Playing; Simulation,Daily,"The first three, C, E and D, are my favorites out of all of these options. I would have to know more about the game to pick one because this is mostly just guesswork based on the short description. But I like the artwork in C better than the rest. I like the overall design in E best. And I like the little details in D best. The rest aren't appealing."
3597,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Arcade; Role Playing; Simulation; Strategy,Weekly,"""H"" is the only one I like.  It reminds me of a cross between WoW character design and Borderlands character design.  All the rest of these look like they were scraped directly out of a Cartoon Network show and appeal to children."
3598,Male,$31-60k,Asian,Bachelor's Degree,35-44,Role Playing; Strategy; Simulation,Weekly,I think either option A or F would be fun for the family. Option A has the zombie theme which is fun. Option F has modern warfare with animal characters which I think the kids will enjoy. Option B and C could be fun. I ranked the rest lower because they might not be suitable for younger kids. I like zombie lands because I like zombies. I also like the different animal characters in option F and it could fit any settings.
3599,Male,$0-30k,Asian,Bachelor's Degree,35-44,Arcade; Role Playing; Simulation; Sports; Puzzle,Weekly,I like D the most because it looks most like Final Fantasy. The theme looks like Anime and RPG.
3600,Male,$31-60k,White,High School,35-44,Casino; Adventure; Arcade; Action; Role Playing,Daily,"Since its for all ages, I think the more cartoonish characters work best for it, as well as the name Zombie land."
3601,Male,$0-30k,White,Bachelor's Degree,35-44,Action; Board; Card; Racing; Puzzle,Daily,"Since it is an all ages appropriate theme, I prefer option A. I think the characters look fun, a little edgy, and family friendly. The theme seems to be animal gangsters."
3602,Female,$61-100k,White,Bachelor's Degree,45-54,Educational; Strategy; Simulation; Word; Trivia,Daily,I like the gritty girl power and the designs in this order the best. I am not really fond of the last 3 I had to choose. They are a bit too cartoonish for me.
3603,Male,$61-100k,Asian,Bachelor's Degree,25-34,Role Playing; Educational; Casino; Adventure; Action,Daily,The scheme and art style of Modern Warfare (G) is the most appealing and fits the name. Followed by Dying land. The artwork for all choices is done well but does not fit the theme of the name.
3604,Male,$0-30k,White,Bachelor's Degree,25-34,Action; Music; Simulation,Monthly,"D is my favorite of all of them because it's varied enough to appeal to multiple crowds at the same time. The girl looks very anime and that will draw in one crowd, but the two males are different, one similar to the anime style that looks cool but the other looking more cartoonish and making you feel like his wacky personality comes through. The theme of being like punk, outsiders is interesting and one that is proven to be popular."
3605,Female,$0-30k,White,Bachelor's Degree,25-34,Strategy; Puzzle; Adventure,Monthly,"I liked the most detailed artwork, and one with a dark background, generally. I didn't like the ones that looked a bit young."
3606,Male,$0-30k,White,High School,25-34,Racing; Arcade; Role Playing; Strategy; Puzzle,Daily,"I really like the art theme in choice D. The character designs all look very appealing and fun and the image gives me a really futuristic feel, so I really like choice D a lot."
3607,Male,$0-30k,White,High School,25-34,Arcade; Card; Educational; Strategy; Puzzle,Daily,"The characters are a good fit for a modern warfare style game here, it looks neat to me this option for the bright vibrant colors and easy to recognize characters"
3608,Female,$0-30k,Black,High School,25-34,Board; Card; Educational; Puzzle,Rarely,The theme is trendy and sightly in layout. The design is bold and graphic.
3609,Female,$0-30k,Black,Associate Degree,35-44,Adventure; Puzzle; Board; Strategy; Word,Daily,D reminds me of a fave animated show I used to watch. Plus it looks really cool. E and H are also very nice and would get me to play the game the most.
3610,Male,$31-60k,White,Graduate Degree,45-54,Action; Adventure; Arcade; Trivia; Educational,Weekly,"Option G's modern warfare is cool because it looks as though it's set in the former Soviet Union at the dawn of the modernist age, prior to the revolution. But we have a daughter who loves video games and cool heroines and she'd love Option E's tough, cool women who can battle the guys and still look good!"
3611,Female,$101k+,White,Bachelor's Degree,35-44,Word; Puzzle,Daily,I like the characters that are more cartoon like - seem more playful and fun.
3612,Male,$0-30k,Black,Bachelor's Degree,25-34,Strategy; Arcade,Monthly,I chose H first because i like the color purple with a dash of pink on the side
